Name,IATA code,UN code,Time zone,Latitude,Longitude,Country
TABOU,TXU,TXU,Africa/Abidjan,4.43333,-7.36667,C��te d&#39;Ivoire
CHEFORNAK,CYF,CYF,America/Anchorage,60.2,-164.1833,United States
CRYSTAL LAKE,CYE,CYE,America/New_York,41.2,-75.81667,United States
SAN IGNACIO,CYD,,America/Belize,17.10722,-89.10694,Belize
CAYE CHAPEL,CYC,CYC,America/Belize,17.7,-88.03333,Belize
CAYMAN BRAC,CYB,CYB,America/Cayman,19.71667,-79.81667,Cayman Islands
LES CAYES,CYA,,America/Port-au-Prince,18.26667,-73.78333,Haiti
ANKISATRA,TZO,,Indian/Antananarivo,-18.34861,45.01139,Madagascar
SOUTH ANDROS,TZN,TZN,America/Nassau,24.23333,-77.58333,Bahamas
TIZIMIN,TZM,TZM,America/Mexico_City,21.16667,-88.16667,Mexico
TUZLA,TZL,TZL,Europe/Sarajevo,44.40972,18.70917,Bosnia and Herzegovina
CAT CAYS,CXY,CXY,America/New_York,24.3,-75.45,Bahamas
CHARTERS TOWERS,CXT,CXT,Australia/Brisbane,-20.05,146.2667,Australia
DRIFT RIVER,DRF,DRF,America/Anchorage,60.58333,-152.15,United States
CARO,TZC,TZC,America/New_York,43.45861,-83.44528,United States
CHRISTMAS CREEK STN,CXQ,CXQ,Australia/Perth,-18.91667,125.9167,Australia
CILACAP,CXP,CXP,Asia/Jakarta,-7.73333,109,Indonesia
CONROE,CXO,CXO,America/Chicago,30.31667,-95.45,United States
CANDALA,CXN,CXN,Africa/Mogadishu,11.83333,49.95,Somalia
CALEXICO,CXL,CXL,America/Los_Angeles,32.66667,-115.5167,United States
TAYLOR,TYZ,TYZ,America/Phoenix,34.46667,-110.0833,United States
CAXIAS DO SUL,CXJ,CXJ,America/Sao_Paulo,-29.16667,-51.18333,Brazil
East Troy,,TYY,America/Chicago,42.47,-88.24,United States
KIRITIMATI,CXI,CXI,TimeZoneNotFound,1.86667,-157.3333,Kiribati
COLDFOOT,CXF,CXF,America/Anchorage,67.26667,-150.1667,United States
Tresco,,TSO,Europe/London,49.57,-6.2,United Kingdom
TIANJIN,TSN,TSN,Asia/Chongqing,39.11889,117.3469,China
TAOS,TSM,TSM,America/Denver,36.46667,-105.6667,United States
TAMUIN,TSL,TSL,America/Mexico_City,21.98333,-98.75,Mexico
TASKUL,TSK,TSK,Pacific/Port_Moresby,-2.58333,150.4167,Papua New Guinea
Thomson,,TSJ,America/New_York,,,United States
TSILE TSILE,TSI,TSI,Pacific/Port_Moresby,-6.85,146.35,Papua New Guinea
TSHIKAPA,TSH,TSH,Africa/Lubumbashi,-6.4,20.78333,"Congo, the Democratic Republic of the"
BATU BESAR,BTH,BTH,Asia/Jakarta,1.06667,104.1333,Indonesia
TANACROSS,TSG,TSG,America/Anchorage,63.38333,-143.35,United States
CAQUETANIA,CQT,CQT,America/Bogota,2.03333,-74.21667,Colombia
ASTANA,TSE,AST,Asia/Qyzylorda,51.2,71.45,Kazakhstan
COSTA MARQUES,CQS,CQS,America/Boa_Vista,-10.86667,-61.95,Brazil
TSHIPISE,TSD,TSD,Africa/Johannesburg,-22.63333,30.18333,South Africa
TAISHA,TSC,TSC,America/Guayaquil,-2.41667,-77.46667,Ecuador
TSUMEB,TSB,TSB,Africa/Windhoek,-19.26667,17.73333,Namibia
CAPE FLATTERY,CQP,CQP,Australia/Brisbane,-18.2,147.5,Australia
CIUDAD REAL,CQM,,Europe/Madrid,38.86028,-3.9925,Spain
TIRUCHCHIRAPPALLI,TRZ,TRZ,Asia/Calcutta,10.75,78.7,India
TORORO,TRY,TRY,Africa/Kampala,0.7,34.18333,Uganda
TRENTON,TRX,TRX,America/Chicago,40.06667,-93.6,United States
TARAWA,TRW,TRW,Pacific/Tarawa,1.38333,173.15,Kiribati
THIRUVANANTHAPURAM,TRV,TRV,Asia/Calcutta,8.46667,76.91667,India
CALAIS/DUNKERQUE,CQF,CQF,Europe/Paris,50.96083,1.95139,France
TRUJILLO,TRU,TRU,America/Lima,-8.1,-79.11667,Peru
TREMONTON,TRT,TRT,America/Denver,41.71667,-112.1667,United States
SHAHRE KORD,CQD,,Asia/Tehran,32.29722,50.84222,"Iran, Islamic Republic of"
TRIESTE,TRS,TRS,Europe/Rome,45.8275,13.47222,Italy
TRINCOMALEE,TRR,TRR,Asia/Colombo,8.53333,81.18333,Sri Lanka
TARAUACA,TRQ,TRQ,America/Rio_Branco,-8.15,-70.76667,Brazil
CANARANA,CQA,CQA,America/Campo_Grande,-13.57417,-52.27028,Brazil
Tripolis,,TRP,Europe/Athens,,,Greece
TAREE,TRO,TRO,Australia/Sydney,-31.83333,152.6667,Australia
BRITTON,TTO,TTO,America/Chicago,45.8,-97.75,United States
TABLON DE TAMARA,TTM,TTM,America/Bogota,5.71667,-72.1,Colombia
NANUYA LEVU,TTL,TTL,Pacific/Fiji,-16.95,177.3667,Fiji
TURKMENABAT,CRZ,CRZ,Asia/Ashgabat,39.08333,63.61667,Turkmenistan
TOTTORI,TTJ,TTJ,Asia/Tokyo,35.53333,134.1667,Japan
CARLTON HILL,CRY,CRY,Australia/Perth,-15.7,128.5,Australia
TETIAROA,TTI,TTI,Pacific/Tahiti,-17.08333,-149.5333,French Polynesia
CORINTH,CRX,CRX,America/Chicago,34.9,-88.6,United States
THUMRAIT,TTH,TTH,Asia/Muscat,17.66667,54.01667,Oman
CHARLESTON,CRW,CRW,America/New_York,38.36667,-81.6,United States
CROTONE,CRV,CRV,Europe/Rome,38.99667,17.07917,Italy
TARTAGAL,TTG,TTG,America/Cordoba,-22.51667,-63.78333,Argentina
CARRIACOU,CRU,CRU,America/Grenada,12.46667,-61.46667,Grenada
CROSSETT,CRT,CRT,America/Chicago,33.13333,-91.96667,United States
TERNATE,TTE,TTE,Asia/Jayapura,0.78333,127.3667,Indonesia
TROUTDALE,TTD,TTD,America/Los_Angeles,45.53333,-122.3833,United States
CORSICANA,CRS,CRS,America/Chicago,32.1,-96.46667,United States
CERES,CRR,CRR,America/Cordoba,-29.86667,-61.83333,Argentina
TALTAL,TTC,TTC,America/Santiago,-25.56667,-70.38333,Chile
CARAVELAS,CRQ,CRQ,America/Fortaleza,-17.65,-39.25,Brazil
TORTOLI,TTB,TTB,Europe/Rome,39.91917,9.6825,Italy
TAN TAN,TTA,TTA,Africa/Casablanca,28.45,-11.08333,Morocco
Carpentras,,CRP,Europe/Paris,,,France
CORCORAN,CRO,CRO,America/Los_Angeles,36.1,-119.55,United States
CATARMAN,CRM,CRM,Asia/Manila,12.51667,124.6333,Philippines
Charleroi,,CRL,Europe/Brussels,50.25,4.26,Belgium
ANGELES MABALACAT,CRK,,Asia/Manila,10,121,Philippines
COORABIE,CRJ,CRJ,Australia/Adelaide,-31.9,132.3,Australia
TSETSERLEG,TSZ,TSZ,Asia/Ulaanbaatar,47.5,101.45,Mongolia
CROOKED ISLAND,CRI,CRI,America/Nassau,22.75,-74.15,Bahamas
TASIKMALAYA,TSY,TSY,Asia/Jakarta,-7.33333,108.25,Indonesia
CHERRABAH,CRH,CRH,Australia/Brisbane,-27.65,151.95,Australia
TANJUNG SANTAN,TSX,TSX,Asia/Makassar,-0.08333,117.4333,Indonesia
TSEWI,TSW,TSW,Pacific/Port_Moresby,-6.96667,146.0333,Papua New Guinea
TOWNSVILLE,TSV,TSV,Australia/Brisbane,-19.36667,146.8333,Australia
Cranfield,,CRF,Europe/London,,,United Kingdom
TABITEUEA SOUTH,TSU,TSU,TimeZoneNotFound,-1.33333,174.8333,Kiribati
TRANG,TST,TST,Asia/Bangkok,7.5,99.61667,Thailand
COMODORO RIVADAVIA,CRD,CRD,America/Cordoba,-45.78333,-67.46667,Argentina
CARTAGO,CRC,CRC,America/Bogota,4.76667,-75.93333,Colombia
COLLARENEBRI,CRB,CRB,Australia/Sydney,-29.51667,148.5667,Australia
TIMISOARA,TSR,TSR,Europe/Bucharest,45.75,21.28333,Romania
TORRES,TSQ,TSQ,America/Sao_Paulo,-29.31667,-49.73333,Brazil
CRAIOVA,CRA,CRA,Europe/Bucharest,44.43333,23.8,Romania
TEHACHAPI,TSP,TSP,America/Los_Angeles,35.13333,-118.45,United States
TOUGAN,TUQ,TUQ,Africa/Ouagadougou,13,-3,Burkina Faso
CATANIA,CTA,CTA,Europe/Rome,37.46667,15.06389,Italy
TUPELO,TUP,TUP,America/Chicago,34.26667,-88.76667,United States
TAUPO,TUO,TUO,Pacific/Auckland,-38.66667,176.1333,New Zealand
TUNIS,TUN,TUN,Africa/Tunis,36.85,10.23333,Tunisia
TUMUT,TUM,TUM,Australia/Sydney,-35.3,148.2167,Australia
TULSA,TUL,TUL,America/Chicago,36.2,-95.88333,United States
TURBAT,TUK,TUK,Asia/Karachi,25.98333,63.06667,Pakistan
CORONEL SUAREZ,CSZ,CSZ,America/Cordoba,-37.43333,-67.88333,Argentina
CHEBOKSARY,CSY,CSY,Europe/Moscow,56.13333,47.26667,Russian Federation
TUM,TUJ,,Africa/Addis_Ababa,6.25,35.46667,Ethiopia
TURAIF,TUI,TUI,Asia/Riyadh,31.68333,38.61667,Saudi Arabia
CHANGSHA,CSX,CSX,Asia/Chongqing,28.16667,113,China
CROSSVILLE,CSV,CSV,America/Chicago,35.95,-85.08333,United States
TUGUEGARAO,TUG,TUG,Asia/Manila,17.61667,121.75,Philippines
SANTA CRUZ DO SUL,CSU,,America/Sao_Paulo,-29.7,-52.41667,Brazil
TOURS,TUF,TUF,Europe/Paris,47.43194,0.72306,France
CASTAWAY ISLAND,CST,CST,Pacific/Fiji,-17.61667,177.1167,Fiji
TAMBACOUNDA,TUD,TUD,Africa/Dakar,13.91667,-13.75,Senegal
CASSILANDIA,CSS,CSS,America/Campo_Grande,-19.15,-51.75,Brazil
CASUARITO,CSR,CSR,America/Bogota,5.83333,-68.13333,Colombia
TUCUMAN,TUC,TUC,America/Cordoba,-26.83333,-65.2,Argentina
TUBUAI,TUB,TUB,Pacific/Tahiti,-23.38333,-149.4667,French Polynesia
CRESTON,CSQ,CSQ,America/Chicago,41.06667,-94.36667,United States
TULCAN,TUA,TUA,America/Guayaquil,0.8,-77.71667,Ecuador
CAPE SPENCER,CSP,CSP,America/Anchorage,58.19889,-136.6386,United States
MAGDEBURG,CSO,CSO,Europe/Berlin,51.85583,11.41806,Germany
CARSON CITY,CSN,CSN,America/Los_Angeles,39.2,-119.7333,United States
CLINTON,CSM,CSM,America/Chicago,35.51667,-98.98333,United States
Cabo San Lucas,,CSL,America/Mazatlan,22.53,-109.53,Mexico
CAP SKIRING,CSK,CSK,Africa/Dakar,12.4,-16.75,Senegal
Tateyama,,TTY,Asia/Tokyo,,,Japan
CASINO,CSI,CSI,Australia/Sydney,-28.88333,153.0667,Australia
TRUSCOTT-MANGALALU,TTX,,Australia/Perth,-14.08972,126.3808,Australia
SOLOVETSKY,CSH,CSH,Europe/Moscow,65.13389,35.64861,Russian Federation
TISSAMAHARAMA,TTW,,Asia/Colombo,6.285,81.28333,Sri Lanka
COLUMBUS,CSG,CSG,America/New_York,32.51667,-84.95,United States
CREIL,CSF,CSF,Europe/Paris,49.25361,2.51917,France
TETOUAN,TTU,TTU,Africa/Casablanca,35.58333,-5.31667,Morocco
CRESTED BUTTE,CSE,CSE,America/Denver,38.86667,-106.9833,United States
CRESSWELL DOWNS,CSD,CSD,Australia/Darwin,-17.96667,135.9167,Australia
TAITUNG,TTT,TTT,Asia/Taipei,22.75,121.0333,"Taiwan, Province of China"
CANAS,CSC,CSC,America/Costa_Rica,10.41667,-85.11667,Costa Rica
TSARATANANA,TTS,TTS,Indian/Antananarivo,-16.73333,47.6,Madagascar
CARANSEBES,CSB,CSB,Europe/Bucharest,45.5,22.41667,Romania
TANA TORAJA,TTR,TTR,TimeZoneNotFound,-3.41667,119.9167,Indonesia
TORTUGUERO,TTQ,TTQ,America/Costa_Rica,9.93333,-84.1,Costa Rica
COLONSAY,CSA,CSA,Europe/London,56.08333,-6.16667,United Kingdom
CIUDAD CONSTITUCION,CUA,CUA,America/Mazatlan,25.05,-111.65,Mexico
SOUTH LAKE TAHOE,TVL,TVL,America/Los_Angeles,38.88333,-120,United States
CLINTON,CTZ,CTZ,America/New_York,35,-78.33333,United States
Courtelary,,CTY,Europe/Zurich,47.11,7.04,Switzerland
THOMASVILLE,TVI,TVI,America/New_York,30.83333,-83.98333,United States
CORTLAND,CTX,CTX,America/New_York,42.6,-76.16667,United States
COTTONWOOD,CTW,CTW,America/Phoenix,34.73333,-112.0333,United States
THIEF RIVER FALLS,TVF,TVF,America/Chicago,48.06667,-96.18333,United States
CHENGDU,CTU,CTU,Asia/Chongqing,30.61667,104.1,China
LE CASTELLET,CTT,CTT,Europe/Paris,43.25222,5.78611,France
TRAVERSE CITY,TVC,TVC,America/New_York,44.75,-85.58333,United States
Calhoun,,CU3,America/New_York,39.56,-101.41,United States
CATTLE CREEK,CTR,CTR,Australia/Darwin,-17.58333,131,Australia
SANTA VITORIA,CTQ,CTQ,America/Sao_Paulo,-18.83333,-50.13333,Brazil
MORAFENOBE,TVA,TVA,Indian/Antananarivo,-17.85,44.91667,Madagascar
CARUTAPERA,CTP,CTP,America/Fortaleza,-1.25,-46.01667,Brazil
CALVERTON,CTO,CTO,America/New_York,40.91667,-72.75,United States
COOKTOWN,CTN,CTN,Australia/Brisbane,-15.45,145.1833,Australia
CHETUMAL,CTM,CTM,America/Mexico_City,18.48333,-88.31667,Mexico
CHARLEVILLE,CTL,CTL,Australia/Brisbane,-26.41667,146.2667,Australia
CANTON,CTK,CTK,America/Chicago,43.3,-96.58333,United States
SOUANKE,SOE,SOE,Africa/Brazzaville,2.08333,14.05,Congo
Tucson,,TUZ,America/Phoenix,32.13,-110.58,United States
CASERTA,CTJ,,America/New_York,41.06833,14.32806,Italy
CUITO CUANAVALE,CTI,CTI,Africa/Luanda,-15.16667,19.16667,Angola
TULUM,TUY,TUY,America/Mexico_City,20.21667,-87.46667,Mexico
TUMBLER RIDGE,TUX,TUX,America/Dawson_Creek,55.2,-121.55,Canada
Chateau-Thierry,,CTH,Europe/Paris,49.03,3.24,France
CARTAGENA,CTG,CTG,America/Bogota,10.45,-75.51667,Colombia
TUBUALA,TUW,TUW,America/Panama,8.73333,-77.68333,Panama
TUCUPITA,TUV,TUV,America/Caracas,9.08333,-62.05,"Venezuela, Bolivarian Republic of"
COATEPEQUE,CTF,CTF,America/Guatemala,15.01,-91.50361,Guatemala
TABUK,TUU,TUU,Asia/Riyadh,28.36667,36.61667,Saudi Arabia
CARTI,CTE,CTE,America/Panama,9.31667,-79.1,Panama
Urbana,,URB,America/Chicago,,,United States
Rabigh,,RAB,Asia/Riyadh,,,Saudi Arabia
CHITRE,CTD,CTD,America/Panama,7.96667,-80.43333,Panama
TAUTA,TUT,TUT,Pacific/Port_Moresby,-5.8,145.9167,Papua New Guinea
TUCSON,TUS,TUS,America/Phoenix,32.11667,-110.95,United States
CATAMARCA,CTC,CTC,America/Cordoba,-28.46667,-65.76667,Argentina
TUCURUI,TUR,TUR,America/Boa_Vista,-3.7,-49.73333,Brazil
CUT BANK,CTB,CTB,America/Denver,48.63333,-112.3333,United States
Tokachi,,TOK,Asia/Tokyo,,,Japan
CAIA,CMZ,CMZ,Africa/Maputo,-17.81667,35.33333,Mozambique
SPARTA,CMY,CMY,America/Chicago,43.95833,-90.73778,United States
TROY,TOI,TOI,America/Chicago,31.8,-85.96667,United States
HANCOCK,CMX,CMX,America/New_York,47.11667,-88.56667,United States
CAMAGUEY,CMW,CMW,America/Havana,21.41667,-77.86667,Cuba
Tonopah,,TOH,America/Los_Angeles,33.29,-112.56,United States
TOGIAK,TOG,TOG,America/Anchorage,59.06667,-160.3833,United States
COROMANDEL,CMV,CMV,Pacific/Auckland,-36.75,175.5,New Zealand
KUNDIAWA,CMU,CMU,Pacific/Port_Moresby,-5.98333,144.9833,Papua New Guinea
TOMSK,TOF,TOF,Asia/Omsk,56.5,84.96667,Russian Federation
TOZEUR,TOE,TOE,Africa/Tunis,33.91667,8.13333,Tunisia
CAMETA,CMT,CMT,America/Boa_Vista,-2.25,-49.5,Brazil
SCUSCIUBAN,CMS,CMS,Africa/Mogadishu,10.5,50.45,Somalia
TIOMAN ISLAND,TOD,TOD,Asia/Kuala_Lumpur,2.8,104.1667,Malaysia
TOCCOA,TOC,TOC,America/New_York,34.6,-83.3,United States
Camarillo,,CMR,America/Los_Angeles,,,United States
TOBRUK,TOB,TOB,Africa/Tripoli,31.85,23.91667,Libya
CLERMONT,CMQ,CMQ,Australia/Brisbane,-22.86667,147.5,Australia
TORRANCE,TOA,TOA,America/Los_Angeles,33.78333,-118.25,United States
SANTANA DO ARAGUAIA,CMP,CMP,America/Boa_Vista,-9.33333,-50.33333,Brazil
OBBIA,CMO,CMO,Africa/Mogadishu,5.36667,48.51667,Somalia
Mohammed V International Airport,CMN,CMN,Africa/Casablanca,33.22,-7.35,Morocco
CARMELITA,CMM,CMM,America/Guatemala,17.5,-90.16667,Guatemala
CAMOOWEAL,CML,CML,Australia/Brisbane,-19.91667,138.1333,Australia
CLUB MAKOKOLA,CMK,CMK,Africa/Blantyre,-14.3,35.13333,Malawi
TOSONTSENGEL,TNZ,,Asia/Ulaanbaatar,48.73972,98.27528,Mongolia
QIMEI,CMJ,CMJ,Asia/Taipei,23.25,119.4167,"Taiwan, Province of China"
CHAMPAIGN,CMI,CMI,America/Chicago,40.03333,-88.28333,United States
STUNG TRENG,TNX,TNX,America/Los_Angeles,13.51667,105.9667,Cambodia
COLUMBUS,CMH,CMH,America/New_York,40,-82.88333,United States
TENA,TNW,,America/Guayaquil,-1.06028,-77.58056,Ecuador
CORUMBA,CMG,CMG,America/Campo_Grande,-19,-57.66667,Brazil
TABUAERAN,TNV,TNV,Pacific/Kiritimati,3.83333,-159.35,Kiribati
CHAMBERY AIX LES BAINS,CMF,CMF,Europe/Paris,45.63917,5.88,France
NEWTON,TNU,TNU,America/Chicago,41.7,-93.05,United States
CIUDAD DEL CARMEN,CME,CME,America/Mexico_City,18.7,-91.63333,Mexico
COOTAMUNDRA,CMD,CMD,Australia/Sydney,-34.63333,148.05,Australia
TUNGSTEN,TNS,TNS,America/Edmonton,61.95,-128.2667,Canada
CAMOCIM,CMC,CMC,America/Fortaleza,-2.9,-40.83333,Brazil
ANTANANARIVO,TNR,TNR,Indian/Antananarivo,-18.78333,47.46667,Madagascar
COLOMBO,CMB,CMB,Asia/Colombo,7.16667,79.88333,Sri Lanka
CUNNAMULLA,CMA,CMA,Australia/Brisbane,-28.03333,145.6167,Australia
TERAINA,TNQ,TNQ,null,4.7,-160.3333,Kiribati
TWENTYNINE PALMS,TNP,TNP,America/Los_Angeles,34.13333,-116.05,United States
TAMARINDO,TNO,,America/Costa_Rica,10.93333,-85.46667,Costa Rica
TAINAN,TNN,TNN,Asia/Taipei,22.95,120.2,"Taiwan, Province of China"
KING GEORGE ISLAND,TNM,TNM,Antarctica/South_Pole,-79.5,-49.5,Antarctica
SEMERA,SZE,,Africa/Djibouti,11.5,41.83333,Ethiopia
TERNOPIL,TNL,TNL,Europe/Kiev,49.56667,25.6,Ukraine
TUNUNAK,TNK,TNK,America/Anchorage,60.5,-165.2,United States
CALABOZO,CLZ,CLZ,America/Caracas,8.93333,-67.43333,"Venezuela, Bolivarian Republic of"
TEMPLE,TPL,TPL,America/Chicago,31.15,-97.4,United States
CANGAMBA,CNZ,CNZ,Africa/Luanda,-13.68333,19.88333,Angola
TAPAKTUAN,TPK,TPK,Asia/Jakarta,3.26667,97.18333,Indonesia
TAPLEJUNG,TPJ,TPJ,Asia/Katmandu,27.3,87.7,Nepal
MOAB,CNY,CNY,America/Denver,38.76667,-109.75,United States
HOFUF,HOF,HOF,Asia/Riyadh,25.33333,49.6,Saudi Arabia
CHIANG MAI,CNX,CNX,Asia/Bangkok,18.8,98.96667,Thailand
TAPINI,TPI,TPI,Pacific/Port_Moresby,-8.36667,146.9833,Papua New Guinea
TONOPAH,TPH,TPH,America/Los_Angeles,38.06667,-117.2333,United States
KONYA,KYA,KYA,Europe/Istanbul,37.98333,32.56667,Turkey
CANAVIEIRAS,CNV,CNV,TimeZoneNotFound,-15.63333,-38.86667,Brazil
TAIPING,TPG,TPG,Asia/Kuala_Lumpur,4.85,100.7333,Malaysia
CHANUTE,CNU,CNU,America/Chicago,37.68333,-95.45,United States
CHARATA,CNT,CNT,America/Cordoba,-27.21667,-61.21667,Argentina
TAIPEI,TPE,TPE,Asia/Taipei,25.08333,121.2333,"Taiwan, Province of China"
CAIRNS,CNS,CNS,Australia/Brisbane,-16.88333,145.75,Australia
TARAPOA,TPC,TPC,America/Guayaquil,-0.13333,-76.33333,Ecuador
CHANARAL,CNR,CNR,America/Santiago,-26.31667,-70.61667,Chile
CORRIENTES,CNQ,CNQ,America/Cordoba,-27.45,-58.76667,Argentina
TAMPA,TPA,TPA,America/New_York,27.96667,-82.53333,United States
NEERLERIT INAAT,CNP,CNP,America/Scoresbysund,70.73333,-22.65,Greenland
CHINO,CNO,CNO,America/Los_Angeles,34.01667,-117.7,United States
CARLSBAD,CNM,CNM,America/Denver,32.33333,-104.2667,United States
SINDAL,CNL,CNL,Europe/Copenhagen,57.50361,10.22944,Denmark
CONCORDIA,CNK,CNK,America/Chicago,39.55,-97.65,United States
CLONCURRY,CNJ,CNJ,Australia/Brisbane,-20.66667,140.5,Australia
TOUBA,TOZ,TOZ,Africa/Abidjan,8.28333,-7.68333,C��te d&#39;Ivoire
TOYAMA,TOY,TOY,Asia/Tokyo,36.7,137.2333,Japan
CHANGHAI,CNI,CNI,America/New_York,39.26667,122.5167,China
TOBOLSK,TOX,TOX,Asia/Yekaterinburg,58.13333,68.23333,Russian Federation
CLAREMONT,CNH,CNH,America/New_York,43.36667,-72.36667,United States
TOLEDO,TOW,TOW,America/Sao_Paulo,-24.76667,-53.66667,Brazil
COGNAC,CNG,CNG,Europe/Paris,45.65833,-0.3175,France
TORTOLA,TOV,TOV,TimeZoneNotFound,18.48333,-64.66667,"Virgin Islands, British"
CANON CITY,CNE,CNE,America/Denver,38.41667,-105.1,United States
TOUHO,TOU,TOU,Pacific/Noumea,-20.8,165.25,New Caledonia
TOTNESS,TOT,TOT,America/Paramaribo,5,-56.33333,Suriname
CONSTANTA,CND,CND,Europe/Bucharest,44.15,28.6,Romania
COCONUT ISLAND,CNC,CNC,TimeZoneNotFound,-10.05,143.0667,Australia
TROMSO,TOS,TOS,Europe/Oslo,69.66667,19,Norway
TORRINGTON,TOR,TOR,America/Denver,42.05,-104.1667,United States
COONAMBLE,CNB,CNB,Australia/Sydney,-30.98333,148.3833,Australia
CANANEA,CNA,CNA,America/Hermosillo,30.98333,-110.2667,Mexico
TOCOPILLA,TOQ,TOQ,America/Santiago,-22.15,-70.1,Chile
TOPEKA,TOP,TOP,America/Chicago,39.06667,-95.61667,United States
SAN VITO,TOO,TOO,America/Costa_Rica,8.83333,-82.96667,Costa Rica
TONU,TON,TON,Pacific/Port_Moresby,-6.35,155.5833,Papua New Guinea
TOMBOUCTOU,TOM,TOM,Africa/Bamako,16.73333,-3.01667,Mali
TOLEDO,TOL,TOL,America/New_York,41.58333,-83.8,United States
TARKO-SALE,TQL,,Asia/Yekaterinburg,64.91667,77.78333,Russian Federation
CONSTANZA,COZ,,America/Santo_Domingo,18.9,-70.71667,Dominican Republic
Topeka,,TQK,America/Chicago,,,United States
COOLAWANYAH STATION,COY,COY,Australia/Perth,-21.8,117.7667,Australia
GRAN CANARIA,LPA,LPA,Atlantic/Canary,27.93194,-15.38667,Spain
COQUIMBO,COW,,America/Santiago,-32.8,-70.63333,Chile
COVILHA,COV,COV,Europe/Lisbon,40.28333,-7.5,Portugal
COLUMBIA,COU,COU,America/Chicago,38.8,-92.21667,United States
COTULLA,COT,COT,America/Chicago,28.43333,-99.23333,United States
AL FALLUJAH,TQD,TQD,Asia/Baghdad,33.33806,43.59694,Iraq
COLORADO SPRINGS,COS,COS,America/Denver,38.81667,-104.7167,United States
CORDOBA,COR,COR,America/Cordoba,-31.31667,-64.21667,Argentina
CHOIBALSAN,COQ,COQ,Asia/Ulaanbaatar,48.06667,114.5,Mongolia
COOPERSTOWN,COP,COP,America/New_York,42.71667,-74.93333,United States
COTONOU,COO,COO,Africa/Porto-novo,6.35,2.38333,Benin
CONCORD,CON,CON,America/New_York,43.2,-71.53333,United States
FUTUNA ISLAND,FUT,FUT,Pacific/Wallis,-14.25,-178.15,Wallis and Futuna
COLEMAN,COM,COM,America/Chicago,31.83333,-99.43333,United States
Collingwood,,COL,America/Toronto,,,Canada
KOCHI,COK,COK,Asia/Calcutta,9.93333,76.26667,India
COONABARABRAN,COJ,COJ,Australia/Sydney,-31.33333,149.2667,Australia
Gatineau,,GAT,America/Toronto,45.29,-75.42,Canada
COCOA,COI,COI,America/New_York,28.13333,-80.63333,United States
TUPAI,TPX,,Pacific/Tahiti,-16.25,-151.8333,French Polynesia
COOCH BEHAR,COH,COH,Asia/Calcutta,26.33333,89.46667,India
CONDOTO,COG,COG,America/Bogota,5.1,-76.61667,Colombia
GAP,GAT,GAT,Europe/Paris,44.455,6.03778,France
TIKAPUR,TPU,TPU,Asia/Katmandu,27.71667,85.31667,Nepal
COEUR D&#39;ALENE,COE,COE,America/Los_Angeles,47.76667,-116.8167,United States
TAPETA,TPT,TPT,Africa/Monrovia,6.5,-8.86667,Liberia
CODY,COD,COD,America/Denver,44.51667,-109.0333,United States
BHISHO,BIY,BIY,Africa/Johannesburg,-32.83333,27.33333,South Africa
CONCORDIA,COC,COC,America/Cordoba,-31.3,-58.01667,Argentina
TRAPANI,TPS,TPS,Europe/Rome,37.91194,12.49333,Italy
COOLIBAH,COB,COB,Australia/Darwin,-15.66667,130.9667,Australia
TOM PRICE,TPR,TPR,Australia/Perth,-22.65,117.6667,Australia
COLUMBIA,COA,COA,America/Los_Angeles,38.03333,-120.4167,United States
TEPIC,TPQ,TPQ,America/Mazatlan,21.5,-104.9,Mexico
TARAPOTO,TPP,TPP,America/Lima,-6.5,-76.36667,Peru
Tanalian Point,,TPO,America/Anchorage,,,United States
TIPUTINI,TPN,TPN,America/Guayaquil,-0.76667,-75.53333,Ecuador
TURIN,TRN,TRN,Europe/Rome,45.2025,7.64944,Italy
THERMAL,TRM,TRM,America/Los_Angeles,33.61667,-116.15,United States
TERRELL,TRL,TRL,America/Chicago,32.73333,-96.28333,United States
TARAKAN,TRK,TRK,Asia/Makassar,3.31667,117.55,Indonesia
TARAKBITS,TRJ,TRJ,Pacific/Port_Moresby,-5.61667,141.05,Papua New Guinea
BRISTOL/JOHNSON CITY/KINGSPORT,TRI,TRI,America/New_York,36.33333,-82.38333,United States
CULEBRA,CPX,CPX,America/Puerto_Rico,18.31667,-65.3,Puerto Rico
TRONA,TRH,TRH,America/Los_Angeles,35.8,-117.3167,United States
TAURANGA,TRG,TRG,Pacific/Auckland,-37.66667,176.2,New Zealand
CAMPINA GRANDE,CPV,CPV,America/Fortaleza,-7.26667,-35.9,Brazil
CURURUPU,CPU,CPU,America/Fortaleza,-1.8,-44.86667,Brazil
Tarifa,,TRF,Europe/Madrid,,,Spain
TIREE,TRE,TRE,Europe/London,56.5,-6.86667,United Kingdom
CAPE TOWN,CPT,CPT,Africa/Johannesburg,-33.96667,18.6,South Africa
TRONDHEIM,TRD,TRD,Europe/Oslo,63.45,10.93333,Norway
CASPER,CPR,CPR,America/Denver,42.91667,-106.4667,United States
TORREON,TRC,TRC,America/Mexico_City,25.58333,-103.4,Mexico
TURBO,TRB,TRB,America/Bogota,8.1,-76.73333,Colombia
CAMPINAS,CPQ,CPQ,America/Sao_Paulo,-22.9,-47.1,Brazil
TARAMA,TRA,TRA,Asia/Tokyo,24.65,124.7,Japan
