Name,IATA code,UN code,Time zone,Latitude,Longitude,Country
GRAND FORKS,GFK,GFK,America/Chicago,47.95,-97.18333,United States
GRIFFITH,GFF,GFF,Australia/Sydney,-34.25,146.0667,Australia
GRENFELL,GFE,GFE,Australia/Sydney,-33.9,148.1667,Australia
Phoenix,,XH5,Asia/Chongqing,43.13,-76.18,United States
GREENFIELD,GFD,GFD,America/New_York,39.78333,-85.76667,United States
KANGIQSUALUJJUAQ,XGR,XGR,America/Toronto,58.53333,-65.9,Canada
Togiak Fish,,GFB,America/Anchorage,,,United States
XANGONGO,XGN,XGN,Africa/Luanda,-16.76667,14.98333,Angola
Hamilton,,XGM,America/New_York,,,United States
GREYBULL,GEY,GEY,America/Denver,44.51667,-108.0833,United States
GEELONG,GEX,GEX,Australia/Hobart,-38.13333,144.35,Australia
GEWOIA,GEW,GEW,Pacific/Port_Moresby,-9.3,148.4667,Papua New Guinea
GOROM GOROM,XGG,GOG,Africa/Ouagadougou,14.43333,-0.23333,Burkina Faso
GALLIVARE,GEV,GEV,Europe/Stockholm,67.13306,20.81222,Sweden
GERALDTON,GET,GET,Australia/Perth,-28.78333,114.7,Australia
Henderson,,XGD,America/Los_Angeles,,,United States
GENERAL SANTOS,GES,GES,Asia/Manila,6.5,125.1667,Philippines
NUEVA GERONA,GER,GER,America/Havana,21.91667,-82.75,Cuba
GAOUA,XGA,GAO,Africa/Ouagadougou,10.33333,-3.18333,Burkina Faso
GEORGETOWN,GEO,GEO,America/Guyana,6.76667,-58.23333,Guyana
GUELPH,XIA,GLP,America/Toronto,43.56667,-80.26667,Canada
GUIGLO,GGO,GGO,Africa/Abidjan,6.55,-7.48333,C��te d&#39;Ivoire
GAGNOA,GGN,GGN,Africa/Abidjan,6.13333,-5.93333,C��te d&#39;Ivoire
KAKAMEGA,GGM,,Africa/Nairobi,0.26667,34.76667,Kenya
GILGAL,GGL,GGL,America/Bogota,8.33333,-77.08333,Colombia
LONGVIEW,GGG,GGG,America/Chicago,32.38333,-94.71667,United States
GEORGETOWN,GGE,GGE,America/New_York,33.31667,-79.31667,United States
GREGORY DOWNS,GGD,GGD,Australia/Brisbane,-18.7,139.25,Australia
LUMBALA N&#39; GUIMBO,GGC,GGC,Africa/Luanda,-14.11667,21.43333,Angola
Locust Grove,,XHN,America/New_York,36.12,-95.1,United States
GROOTFONTEIN,GFY,GFY,Africa/Windhoek,-19.6,18.13333,Namibia
GRANVILLE,GFR,GFR,Europe/Paris,48.88278,-1.56389,France
GUANGHAN,GHN,GHN,Asia/Shanghai,30.46667,106.65,China
CENTERVILLE,GHM,GHM,America/Chicago,35.78333,-87.46667,United States
Ghedi,,GHI,Europe/Rome,45.25,10.14,Italy
GIEBELSTADT,GHF,GHF,Europe/Berlin,49.65,9.96667,Germany
GARACHINE,GHE,GHE,America/Panama,8.08333,-78.33333,Panama
GREAT HARBOUR,GHC,GHC,America/Nassau,25.75,-77.85,Bahamas
GOVERNOR&#39;S HARBOUR,GHB,GHB,America/Nassau,25.15,-76.18333,Bahamas
GHARDAIA,GHA,GHA,Africa/Algiers,32.38333,3.81667,Algeria
XINGNING,XIN,XIN,Asia/Shanghai,24.15,115.75,China
XILINHOT,XIL,,Asia/Chongqing,43.96667,116.0667,China
Guangzhou,,GGZ,Asia/Chongqing,23.08,113.14,China
GLASGOW,GGW,GGW,America/Denver,48.21667,-106.6167,United States
XINGUERA,XIG,XIG,America/Panama,8.95,-79.5,Brazil
GEORGE TOWN,GGT,GGT,America/Nassau,23.46667,-75.81667,Bahamas
XIENGLOM,XIE,XIE,Asia/Vientiane,19.61667,100.8167,Lao People&#39;s Democratic Republic
GDOR  GREGORES,GGS,GGS,America/Cordoba,-48.76667,-70.2,Argentina
XICHANG,XIC,XIC,Asia/Chongqing,27.96667,102.2167,China
GAROWE,GGR,GGR,Africa/Mogadishu,8.41667,48.48333,Somalia
HECHI,HCJ,,Asia/Shanghai,24.8,107.7167,China
OBRE LAKE,YDW,YDW,America/Mexico_City,19.38333,-103.1167,Canada
BLOODVEIN,YDV,YDV,America/Winnipeg,53.75,-100.3333,Canada
KASBA LAKE,YDU,YDU,America/Mexico_City,17.41667,-102.5,Canada
HUDSON,HCC,HCC,America/New_York,42.25,-73.78333,United States
Shoal Cove,,HCB,America/Anchorage,,,United States
DAWSON CREEK,YDQ,YDQ,America/Dawson_Creek,55.73333,-120.1833,Canada
BIG SPRING,HCA,HCA,America/Chicago,32.3,-101.4333,United States
NAIN,YDP,NAI,America/Halifax,56.53333,-61.66667,Canada
DOLBEAU,YDO,YDO,America/Toronto,48.88333,-72.23333,Canada
DAUPHIN,YDN,YDN,America/Winnipeg,51.1,-100.05,Canada
DEASE LAKE,YDL,YDL,America/Vancouver,58.58333,-130.0333,Canada
HATCHET LAKE,YDJ,YDJ,America/Denver,39.63333,-102.5333,Canada
HUBLI,HBX,HBX,Asia/Calcutta,15.33333,75.23333,India
DIGBY,YDG,DIG,America/Halifax,44.5,-66.16667,Canada
DEER LAKE,YDF,YDF,America/St_Johns,49.21667,-57.4,Canada
BULGAN KHOVD,HBU,,Asia/Ulaanbaatar,48.81194,103.5336,Mongolia
PARADISE RIVER,YDE,YDE,America/Halifax,53.43333,-57.23333,Canada
YINGKOU,YDD,,Asia/Shanghai,40.62222,122.4289,China
DRAYTON VALLEY,YDC,YDC,America/Vancouver,53.21667,-114.9833,Canada
HOBART,HBR,HBR,America/Chicago,35.01667,-99.1,United States
BURWASH LANDING,YDB,YDB,America/Vancouver,61.35,-139,Canada
DAWSON CITY,YDA,YDA,America/Vancouver,64.05,-139.0833,Canada
HUMBOLDT,HBO,HBO,America/Chicago,40.16667,-95.95,United States
HOLBROOK,HBK,HBK,America/Phoenix,34.94056,-110.1383,United States
AMOS,YEY,YEY,America/Toronto,48.58333,-78.11667,Canada
MOKULEIA,HDH,HDH,Pacific/Honolulu,21.5,-158,United States
HANDAN,HDG,HDG,Asia/Chongqing,36.52583,114.425,China
HERINGSDORF,HDF,HDF,Europe/Berlin,53.87861,14.15222,Germany
INUVIK,YEV,YEV,America/Edmonton,68.3,-133.4833,Canada
EUREKA,YEU,,America/Winnipeg,79.98333,-85.81667,Canada
HOLDREGE,HDE,HDE,America/Chicago,40.43333,-99.36667,United States
EDSON,YET,EDS,America/Edmonton,53.58333,-116.4333,Canada
HYDERABAD,HDD,HDD,Asia/Karachi,25.3,68.38333,Pakistan
YASOUJ,YES,,Asia/Tehran,30.68333,50.55,"Iran, Islamic Republic of"
HEIDELBERG,HDB,HDB,Europe/Berlin,49.39333,8.65194,Germany
FORT SEVERN,YER,YER,America/Toronto,56,-87.63333,Canada
YANKISA,YEQ,YEQ,Pacific/Port_Moresby,-5.1,143.9167,Papua New Guinea
YEOVILTON,YEO,YEO,Europe/London,51.01667,-2.63333,United Kingdom
ESTEVAN,YEN,EST,America/Regina,49.06667,-103,Canada
MANITOWANING,YEM,YEM,America/Toronto,45.83333,-81.85,Canada
ELLIOT LAKE,YEL,YEL,America/Toronto,46.35,-82.55,Canada
ARVIAT,YEK,YEK,America/Winnipeg,61.11667,-94.05,Canada
BURSA,YEI,,Europe/Istanbul,40.23333,29.55,Turkey
CHERAW,HCW,HCW,America/New_York,34.7,-79.88333,United States
Tocache,,HCT,America/Lima,-8.11,-76.3,Peru
YECHEON,YEC,YEC,Asia/Seoul,36.61667,128.35,"Korea, Republic of"
HOLY CROSS,HCR,HCR,America/Anchorage,62.15,-159.7833,United States
BAR RIVER,YEB,,America/Toronto,46.41778,-84.09333,Canada
HALLS CREEK,HCQ,HCQ,Australia/Perth,-18.23333,127.6667,Australia
EDMONTON,YEA,EDM,America/Edmonton,53.56667,-113.5167,Canada
HENGCHUN,HCN,HCN,Asia/Taipei,21.93333,120.8333,"Taiwan, Province of China"
EIL,HCM,HCM,Africa/Mogadishu,8,49.91667,Somalia
Helsingborg,,HEL,Europe/Stockholm,,,Sweden
HEIHE,HEK,HEK,Asia/Chongqing,50.25,127.3,China
HEIDE/BUESUM,HEI,HEI,Europe/Berlin,54.15333,8.90167,Germany
ST LEWIS FOX HARBOUR,YFX,YFX,America/St_Johns,52.36667,-55.68333,Canada
HEHO,HEH,,Asia/Rangoon,20.73333,96.78333,Myanmar
Hede,,HEE,Europe/Stockholm,62.25,13.3,Sweden
HERENDEEN BAY,HED,HED,America/Anchorage,55.8,-160.9,United States
FORT SIMPSON,YFS,FSI,America/Edmonton,61.75,-121.2333,Canada
FORT RESOLUTION,YFR,YFR,America/Edmonton,61.18333,-113.6833,Canada
HINTHADA,HEB,HEB,Asia/Rangoon,17.6,95.45,Myanmar
HERAT,HEA,HEA,Asia/Kabul,34.18333,62.23333,Afghanistan
FLIN FLON,YFO,YFO,America/Winnipeg,54.75,-101.8333,Canada
FORT RELIANCE,YFL,YFL,America/Edmonton,62.7,-109.15,Canada
WEKWEETI,YFJ,YFJ,America/Edmonton,62.41861,-110.6725,Canada
HAT YAI,HDY,HDY,Asia/Bangkok,7.01667,100.45,Thailand
FORT HOPE,YFH,YFH,America/Toronto,51.55,-87.98333,Canada
FONTANGES,YFG,YFG,America/Toronto,54.55,-71.18333,Canada
FORESTVILLE,YFE,FRV,America/Toronto,48.73333,-69.1,Canada
HOEDSPRUIT,HDS,HDS,Africa/Johannesburg,-24.35,30.965,South Africa
FREDERICTON,YFC,FRE,America/Halifax,45.86667,-66.53333,Canada
HAVADARYA,HDR,HDR,Asia/Tehran,27.05,56.16667,"Iran, Islamic Republic of"
IQALUIT,YFB,IQL,America/Toronto,63.75,-68.55,Canada
FORT ALBANY,YFA,FAL,America/Toronto,52.23333,-81.58333,Canada
HAYDEN,HDN,HDN,America/Denver,40.48111,-107.2175,United States
HAMADAN,HDM,HDM,Asia/Tehran,34.85,48.55,"Iran, Islamic Republic of"
HORNAFJORDUR,HFN,HFN,Atlantic/Reykjavik,64.29556,-15.22722,Iceland
GRISE FIORD,YGZ,YGZ,America/Toronto,76.41667,-82.93333,Canada
GILLAM,YGX,YGX,America/Winnipeg,56.35,-94.71667,Canada
KUUJJUARAPIK,YGW,,America/Toronto,55.26667,-77.78333,Canada
HOFFMAN,HFF,HFF,America/New_York,35.03639,-79.4975,United States
HAVRE-ST-PIERRE,YGV,HSP,America/Toronto,50.25,-63.58333,Canada
HEFEI,HFE,HFE,Asia/Chongqing,30.99111,116.9892,China
HARTFORD,HFD,HFD,America/New_York,41.75,-72.7,United States
IGLOOLIK,YGT,IGL,America/Toronto,69.4,-81.81667,Canada
ILES DE LA MADELEINE,YGR,YGR,America/Toronto,47.41667,-61.86667,Canada
GERALDTON,YGQ,YGQ,America/Toronto,49.73333,-86.95,Canada
SIRNAK,NKT,,America/New_York,37.36389,42.075,Turkey
HAIFA,HFA,HFA,Asia/Jerusalem,32.8,35.05,Israel
GASPE,YGP,GPE,America/Toronto,48.76667,-64.48333,Canada
GODS NARROWS,YGO,YGO,America/Winnipeg,54.55,-94.48333,Canada
GREENWAY SOUND,YGN,YGN,America/Vancouver,50.85,-126.85,Canada
GIMLI,YGM,YGM,America/Winnipeg,50.63333,-96.98333,Canada
LA GRANDE RIVIERE,YGL,YGL,America/Toronto,53.58333,-77.68333,Canada
NATCHEZ,HEZ,HEZ,America/Chicago,31.61667,-91.3,United States
KINGSTON,YGK,KIN,America/Toronto,44.23333,-76.58333,Canada
YONAGO,YGJ,YGJ,Asia/Tokyo,35.45,133.3167,Japan
Long Island,,YGI,America/Anchorage,39.56,-99.32,United States
FORT GOOD HOPE,YGH,YGH,America/Edmonton,66.26667,-128.65,Canada
GANGES,YGG,GGS,America/Vancouver,48.85,-123.5,Canada
Heubach,,HEU,Europe/Berlin,,,Germany
GORGE HARBOUR,YGE,YGE,America/Edmonton,50.08333,-124.95,Canada
HOHHOT,HET,HET,Asia/Chongqing,40.83333,111.6167,China
HERMISTON,HES,HES,America/Los_Angeles,45.85,-119.2833,United States
GRANDE CACHE,YGC,YGC,America/Vancouver,53.23333,-119,Canada
Herning,,HER,Europe/Copenhagen,,,Denmark
GILLIES BAY,YGB,YGB,America/Vancouver,49.7,-124.5333,Canada
HAELOGO,HEO,HEO,Pacific/Port_Moresby,-9.13333,147.5833,Papua New Guinea
Henley-on-Thames,HEN,HEN,Europe/Helsinki,51.32,-0.54,United Kingdom
SOLWEZI,SLI,SLI,Africa/Lusaka,-12.16667,26.36667,Zambia
ANGLING LAKE,YAX,YAX,America/Winnipeg,53.86667,-89.41667,Canada
MAYNE ISLAND,YAV,YAV,America/Winnipeg,51,-124,Canada
KATTINIQ,YAU,YAU,America/Toronto,61.66278,-73.31694,Canada
ATTAWAPISKAT,YAT,YAT,America/Toronto,52.93333,-82.4,Canada
YASAWA,YAS,YAS,Pacific/Fiji,-16.78333,177.5167,Fiji
LAGRANDE-3,YAR,YAR,America/Toronto,53.55,-76.2,Canada
MAPLE BAY,YAQ,YAQ,America/Vancouver,51,-124,Canada
YAP,YAP,YAP,Pacific/Truk,9.51667,138.1,"Micronesia, Federated States of"
YAOUNDE,YAO,,Africa/Douala,3.83333,11.51667,Cameroon
YANGAMBI,YAN,YAN,Africa/Lubumbashi,0.8,24.45,"Congo, the Democratic Republic of the"
SAULT STE MARIE,YAM,SSM,America/Toronto,46.48333,-84.5,Canada
Yalova,,YAL,Europe/Istanbul,40.16,26.24,Turkey
YAKUTAT,YAK,YAK,TimeZoneNotFound,59.5,-139.6667,United States
SATURNA ISLAND,YAJ,YAJ,America/Vancouver,51,-124,Canada
CHILLAN,YAI,YAI,America/Santiago,-36.56667,-72.03333,Chile
LAGRANDE-4,YAH,YAH,America/Toronto,53.75,-73.65,Canada
FORT FRANCES,YAG,FFS,America/Winnipeg,48.6,-93.4,Canada
MOOSE LAKE,YAD,YAD,America/Chicago,46.41667,-92.75,Canada
CAT LAKE,YAC,YAC,America/Winnipeg,51.66667,-91.83333,Canada
ARCTIC BAY,YAB,ARB,America/Winnipeg,73.03333,-85.15,Canada
ANAHIM LAKE,YAA,,America/Vancouver,52.46667,-125.3,Canada
BONNYVILLE,YBY,BOE,America/Edmonton,54.26667,-110.7333,Canada
THREE RIVERS,HAI,HAI,America/New_York,43.7,-85.48333,United States
Moron,,MRN,America/Cordoba,-34.38,-58.37,Argentina
BLANC SABLON,YBX,YBX,America/Blanc-sablon,51.43333,-57.18333,Canada
BEDWELL HARBOUR,YBW,,America/Edmonton,48.75,-123.2333,Canada
THE HAGUE,HAG,HAG,Europe/Amsterdam,52.15,4.28333,Netherlands
BERENS RIVER,YBV,,America/Winnipeg,52.43333,-97.03333,Canada
HALF MOON BAY,HAF,HAF,America/Los_Angeles,37.48333,-122.4667,United States
SUPAI,HAE,HAE,America/Phoenix,36.21667,-112.6667,United States
BROCHET,YBT,YBT,America/Winnipeg,57.88333,-101.6833,Canada
Haderslev,,HAD,Europe/Copenhagen,,,Denmark
OPAPAMISKAN LAKE,YBS,,America/Toronto,43.68333,-79.63333,Canada
HACHIJOJIMA,HAC,HAC,Asia/Tokyo,33.16667,139.8,Japan
BRANDON,YBR,BRN,America/Winnipeg,49.91667,-99.95,Canada
HAMILTON,HAB,HAB,America/Chicago,34.11667,-88,United States
THETIS ISLAND,YBQ,YBQ,America/Vancouver,51,-124,Canada
HASVIK,HAA,HVK,Europe/Oslo,70.48333,22.03333,Norway
YIBIN,YBP,YBP,Asia/Chongqing,28.81667,104.5333,China
BOB QUINN LAKE,YBO,YBO,America/Vancouver,53.88333,-122.6833,Canada
BORDEN,YBN,YBN,America/Edmonton,78.5,-110.5,Canada
CAMPBELL RIVER,YBL,CAM,America/Vancouver,49.95,-125.2667,Canada
BAKER LAKE,YBK,,America/Winnipeg,64.3,-96.08333,Canada
BAIE-JOHAN-BEETZ,YBJ,BJO,America/Toronto,50.5,-62.91667,Canada
BLACK TICKLE,YBI,YBI,America/Halifax,53.45,-55.73333,Canada
BULL HARBOUR,YBH,YBH,America/Vancouver,50.9,-127.9167,Canada
BAGOTVILLE,YBG,YBG,America/Toronto,48.33333,-70.98333,Canada
BAMFIELD,YBF,,America/Vancouver,48.83333,-125.1333,Canada
URANIUM CITY,YBE,YBE,America/Regina,59.56667,-108.4833,Canada
BAIE-COMEAU,YBC,BCO,America/Toronto,49.2,-68.26667,Canada
PELLY BAY,YBB,,America/Edmonton,68.88333,-89.85,Canada
BANFF,YBA,BAF,America/Edmonton,51.16667,-115.5667,Canada
TOFINO,YAZ,YAZ,America/Vancouver,49.08333,-125.7667,Canada
ST ANTHONY,YAY,SAT,America/St_Johns,51.36667,-55.58333,Canada
FAIRMOUNT HOT SPRINGS,YCZ,YCZ,America/Edmonton,49.03333,-116.4833,Canada
CLYDE RIVER,YCY,CLR,America/Toronto,70.48333,-68.51667,Canada
GAGETOWN,YCX,YCX,America/Halifax,45.78333,-66.15,Canada
ENTRANCE ISLAND,HBH,HBH,America/Anchorage,57.4,-133.4667,United States
CHILLIWACK,YCW,CWK,America/Vancouver,49.16667,-121.95,Canada
HATTIESBURG,HBG,HBG,America/Chicago,31.31667,-89.26667,United States
YUNCHENG,YCU,YCU,Asia/Chongqing,35.11639,111.0336,China
CORONATION,YCT,YCT,America/Edmonton,52.08333,-111.45,Canada
Albstadt,,ALB,Europe/Berlin,,,Germany
CHESTERFIELD INLET,YCS,YCS,America/Winnipeg,63.33333,-90.7,Canada
CROSS LAKE,YCR,YCR,America/Winnipeg,54.6,-97.76667,Canada
CHETWYND,YCQ,YCQ,America/Dawson_Creek,55.7,-121.6667,Canada
HOBART,HBA,HBA,Australia/Melbourne,-42.83333,147.5,Australia
KUGLUKTUK,YCO,,America/Edmonton,67.83333,-115.0833,Canada
COCHRANE,YCN,YCN,America/Toronto,49.06667,-81.01667,Canada
ST CATHARINES,YCM,SCA,America/Toronto,43.2,-79.16667,Canada
CHARLO,YCL,YCL,America/Halifax,47.98333,-66.33333,Canada
COLVILLE LAKE,YCK,YCK,America/Edmonton,67,-126,Canada
HATZFELDTHAVEN,HAZ,HAZ,Pacific/Port_Moresby,-4.33333,145.1667,Papua New Guinea
Haycock,,HAY,America/Anchorage,,,United States
MIRAMICHI,YCH,CHN,America/Halifax,47.16667,-65,Canada
MOUNTAIN VIEW,NUQ,NUQ,America/Los_Angeles,37.38333,-122.0667,United States
HAVERFORDWEST,HAW,HVR,Europe/London,51.81667,-4.96667,United Kingdom
HAVANA,HAV,HAV,America/Havana,23.01667,-82.38333,Cuba
CASTLEGAR,YCG,YCG,America/Vancouver,49.3,-117.6333,Canada
CORTES BAY,YCF,YCF,America/Vancouver,50.06667,-124.9333,Canada
HAUGESUND,HAU,HAU,Europe/Oslo,59.41667,5.3,Norway
CENTRALIA,YCE,YCE,America/Toronto,45.78333,-76.13333,Canada
HEATHLANDS,HAT,HAT,Australia/Brisbane,-19.71667,140.5833,Australia
NANAIMO,YCD,NNO,America/Vancouver,49.16667,-123.9333,Canada
Hassfurt,,HAS,Europe/Berlin,,,Germany
CORNWALL,YCC,CWL,America/Toronto,45.1,-74.56667,Canada
HARRISBURG,HAR,,America/New_York,40.3,-76.81667,United States
HANIMAADHOO ISLAND,HAQ,HAQ,Indian/Maldives,6.73333,73.15,Maldives
CAMBRIDGE BAY,YCB,YCB,America/Edmonton,69.11667,-105.1333,Canada
COURTENAY,YCA,COU,America/Vancouver,49.68333,-125,Canada
Hailuoto,,HAO,Europe/Helsinki,65,24.5,Finland
HANOI,HAN,HAN,Asia/Ho_Chi_Minh,21.03333,105.8833,Viet Nam
HAMBURG,HAM,HAM,Europe/Berlin,53.63028,9.98833,Germany
HALALI,HAL,HAL,Africa/Windhoek,-19.96667,13.06667,Namibia
HAIKOU,HAK,HAK,Asia/Chongqing,19.98333,110.0333,China
HANNOVER,HAJ,HAJ,Europe/Berlin,52.46111,9.685,Germany
GAZA,GZA,GZA,Asia/Gaza,31.24639,34.27611,"Palestine, State of"
Gary,,GYY,America/Chicago,,,United States
GUYUAN,GYU,GYU,Asia/Shanghai,31.19722,121.3333,China
Gruyeres,,GYS,Europe/Zurich,46.35,7.05,Switzerland
GOODYEAR,GYR,GYR,America/Phoenix,33.43333,-112.35,United States
GYMPIE,GYP,GYP,Australia/Brisbane,-26.28333,152.7,Australia
GOIANIA,GYN,GYN,America/Sao_Paulo,-16.71667,-49.3,Brazil
HELENA WEST HELENA,HEE,HEE,America/Chicago,34.58333,-90.66667,United States
GUAYMAS,GYM,GYM,America/Hermosillo,27.96667,-110.9333,Mexico
ARGYLE,GYL,GYL,Australia/Perth,-16.63333,128.45,Australia
GISENYI,GYI,GYI,Africa/Kigali,-1.7,29.25,Rwanda
Selma,,XZY,America/Chicago,40.11,-85.16,United States
MAGAN,GYG,,Asia/Yakutsk,62.10806,129.5642,Russian Federation
GUAYAQUIL,GYE,GYE,America/Guayaquil,-2.16667,-79.86667,Ecuador
GHAZVIN,GZW,,Asia/Tehran,36.23333,50.03333,"Iran, Islamic Republic of"
GAZIANTEP,GZT,GZT,Europe/Istanbul,37.06667,37.33333,Turkey
GAZIPASA,GZP,,Europe/Istanbul,36.29806,32.29028,Turkey
GIZO,GZO,GZO,Pacific/Guadalcanal,-8.16667,157,Solomon Islands
GOZO,GZM,GZM,Europe/Malta,36.03333,14.2,Malta
GHAZNI,GZI,GZI,Asia/Kabul,33,68.41667,Afghanistan
Pudasjarvi,,PUD,Europe/Helsinki,65.2,27,Finland
Somerset,,SZR,America/New_York,,,United States
GUARAPARI,GUZ,,TimeZoneNotFound,-22.81667,-40.48333,Brazil
GUYMON,GUY,GUY,America/Chicago,36.68333,-101.4833,United States
GUNA,GUX,GUX,Asia/Calcutta,24.48333,77.31667,India
ATYRAU,GUW,GUW,Asia/Oral,47.11667,51.9,Kazakhstan
MOUGULU,GUV,GUV,Pacific/Port_Moresby,-6.28333,142.4167,Papua New Guinea
GRUNDARFJORDUR,GUU,GRF,Atlantic/Reykjavik,64.99139,-23.22472,Iceland
GUETERSLOH,GUT,GUT,Europe/Berlin,51.92278,8.30639,Germany
PERU,GUS,GUS,America/New_York,40.64806,-86.15194,United States
ALOTAU,GUR,GUR,Pacific/Port_Moresby,-10.33333,150.35,Papua New Guinea
GUANARE,GUQ,GUQ,America/Caracas,9.03333,-69.75,"Venezuela, Bolivarian Republic of"
GALLUP,GUP,GUP,America/Denver,35.51667,-108.7833,United States
Guiuan,,GUN,Asia/Manila,11.02,125.43,Philippines
GUAM,GUM,GUM,Pacific/Guam,13.48333,144.7333,Guam
GOULBURN,GUL,GUL,Australia/Sydney,-33.83333,151.8333,Australia
GUARATINGUETA,GUJ,GUJ,America/Sao_Paulo,-22.81667,-45.21667,Brazil
GUIRIA,GUI,GUI,America/Caracas,10.56667,-62.3,"Venezuela, Bolivarian Republic of"
GUNNEDAH,GUH,GUH,Australia/Sydney,-30.95,150.2333,Australia
BELLEVILLE,XVV,BLV,America/Toronto,44.16667,-77.36667,Canada
GULF SHORES,GUF,GUF,America/Chicago,30.16667,-87.58333,United States
GURIASO,GUE,GUE,Pacific/Port_Moresby,-3.58333,141.5833,Papua New Guinea
GOUNDAM,GUD,GUD,Africa/Bamako,16.35,-3.6,Mali
GUNNISON,GUC,GUC,America/Denver,38.53333,-106.9333,United States
VALENCIENNES,XVS,VAL,Europe/Paris,50.35,3.53333,France
GUERRERO NEGRO,GUB,GUB,America/Tijuana,28.66667,-114.1667,Mexico
GUATEMALA CITY,GUA,GUA,America/Guatemala,14.56667,-90.53333,Guatemala
GAVLE,GVX,GVX,Europe/Stockholm,60.51667,17.01667,Sweden
HELICOPTER SCENIC,XXH,,Pacific/Auckland,-37.01667,174.8,New Zealand
GRANDVIEW,GVW,GVW,America/Chicago,38.88333,-94.53333,United States
GREENVILLE,GVT,GVT,America/Chicago,33.13333,-96.11667,United States
Freiburg,,76C,Europe/Berlin,53.5,9.17,Germany
GOVERNADOR VALADARES,GVR,GVR,America/Sao_Paulo,-18.86667,-41.81667,Brazil
GREENVALE,GVP,GVP,Australia/Brisbane,-15.78333,144.6167,Australia
SOVETSKAYA GAVAN,GVN,,Asia/Vladivostok,48.93333,140.3333,Russian Federation
GAINESVILLE,GVL,GVL,America/New_York,34.26667,-83.83333,United States
GREEN RIVER,GVI,GVI,Pacific/Port_Moresby,-3.91667,141.1667,Papua New Guinea
VARBERG,XWV,VAG,Europe/Stockholm,57.1,12.25,Sweden
GORDONSVILLE,GVE,GVE,America/New_York,38.15,-78.16667,United States
Lewiston,,XWS,America/New_York,40.42,-122.48,United States
GENEVA,GVA,GVA,Europe/Paris,46.23806,6.10889,Switzerland
GALWAY,GWY,GWY,Europe/Dublin,53.30028,-8.94111,Ireland
BATTLE MOUNTAIN,BAM,BAM,Europe/Berlin,40.63333,-116.9333,United States
GLENDALE,GWV,GWV,America/New_York,38.35,-81.63333,United States
FALKOPING,XYF,FKG,Europe/Stockholm,58.16667,13.55,Sweden
YE,XYE,XYE,Asia/Rangoon,15.25,97.85,Myanmar
WESTERLAND,GWT,GWT,Europe/Berlin,54.91333,8.34056,Germany
GLENWOOD SPRINGS,GWS,GWS,America/Denver,39.53333,-107.3167,United States
YANDINA,XYA,XYA,Pacific/Guadalcanal,-9.06667,159.2333,Solomon Islands
GREENWOOD,GWO,GWO,America/Chicago,33.5,-90.2,United States
GNAROWEIN,GWN,GWN,Pacific/Port_Moresby,-6.56667,146.25,Papua New Guinea
GWALIOR,GWL,GWL,Asia/Calcutta,26.28333,78.23333,India
RABAT,RBA,RBA,Africa/Casablanca,34.05,-6.75,Morocco
GWERU,GWE,GWE,Africa/Harare,-19.66667,29.98333,Zimbabwe
ARBOGA,XXT,ARA,Europe/Stockholm,59.35,17.95,Sweden
GWADAR,GWD,GWD,Asia/Karachi,25.21667,62.33333,Pakistan
GWA,GWA,GWA,Asia/Rangoon,17.83333,94.5,Myanmar
GUAYARAMERIN,GYA,GYA,America/La_Paz,-10.8,-65.38333,"Bolivia, Plurinational State of"
AMHERST,XZK,AMN,America/New_York,44.15,-76.75,Canada
GREELEY,GXY,GXY,America/Denver,40.33333,-104.6167,United States
YAGOUA,GXX,GXX,Africa/Douala,10.35,15.23333,Cameroon
COYHAIQUE,GXQ,CXQ,America/Santiago,-45.5,-72.51667,Chile
ZABRE,XZA,ZAB,Africa/Ouagadougou,11.13333,-1,Burkina Faso
ARVIKA,XYY,ARV,Europe/Stockholm,59.68333,12.63333,Sweden
XIAHE,GXH,,Asia/Shanghai,34.81889,102.6208,China
NEGAGE,GXG,GXG,Africa/Luanda,-7.51667,15.83333,Angola
SAYUN,GXF,GXF,Asia/Aden,15.98333,48.88333,Yemen
YELLOW RIVER,XYR,XYR,Pacific/Port_Moresby,-3.88333,141.7833,Papua New Guinea
Montreal-Dorval Apt,YUL,YUL,America/Toronto,,,Canada
HSINCHU,HSZ,HSZ,Asia/Taipei,24.81667,120.9333,"Taiwan, Province of China"
Harlesiel,,HSX,Europe/Berlin,53.42,7.48,Germany
Bitburg,,BIT,Europe/Berlin,,,Germany
HUNTSVILLE,HSV,HSV,America/Chicago,34.63333,-86.76667,United States
YUENDUMU,YUE,YUE,Australia/Darwin,-22.26667,131.7833,Australia
HOMESTEAD,HST,HST,America/New_York,25.48333,-80.48333,United States
HISAR,HSS,HSS,Asia/Calcutta,29.16667,75.8,India
UMIUJAQ,YUD,,America/Toronto,53.98333,-76.53333,Canada
TUKTOYAKTUK,YUB,TUK,America/Edmonton,69.43333,-132.9833,Canada
YUANMOU,YUA,YUA,Asia/Shanghai,25.65,101.9167,China
HOT SPRINGS,HSP,HSP,America/New_York,37.95,-79.81667,United States
ZHOUSHAN,HSN,HSN,Asia/Chongqing,29.38333,122.3667,China
HORSHAM,HSM,HSM,Australia/Hobart,-36.5,141.8333,Australia
HUSLIA,HSL,HSL,America/Anchorage,65.7,-156.4167,United States
